,name,link,status,adress,square,coords,longitude,latitude,rating,Класс:
104,ТорговыйцентрДобрынинский,https://roomfi.ru/torgovye-tsentry/51098-torgovyy-tsentr-dobryninskiy/,torg_cntr,"Москва, улица Коровий Вал, 1Ас1",20000.0,"[55.729358, 37.6221089]",37.6221089,55.729358,50.0,Not_defined
105,ТорговыйцентрГранд,https://roomfi.ru/torgovye-tsentry/51463-torgovyy-tsentr-grand/,torg_cntr,"Москва, МКАД",140000.0,"[55.6909315, 37.4130217]",37.4130217,55.6909315,50.0,Not_defined
106,Аутлет-центрFashionHouseOutletCentreMoscow(ФэшнХаус),https://roomfi.ru/torgovye-tsentry/51569-autlet-tsentr-fashion-house-outlet-centre-moscow/,torg_cntr,"Москва, МКАД",38600.0,"[55.6909315, 37.4130217]",37.4130217,55.6909315,50.0,Not_defined
107,Торгово-офисныйцентрНаВаршавском,https://roomfi.ru/torgovye-tsentry/50937-torgovo-ofisnyy-tsentr-na-varshavskom/,torg_cntr,"Москва, Варшавское шоссе, 129А",7500.0,"[55.614752, 37.6127252]",37.6127252,55.614752,50.0,Not_defined
108,ТорговыйцентрЦентрДизайнаЛенинградский,https://roomfi.ru/torgovye-tsentry/51496-torgovyy-tsentr-tsentr-dizayna-leningradskiy/,torg_cntr,"Москва, Ленинградское шоссе, 25",32000.0,"[55.8281108, 37.4890653]",37.4890653,55.8281108,50.0,Not_defined
109,МногофункциональныйкомплексЛотосСити,https://roomfi.ru/torgovye-tsentry/51119-mnogofunktsionalnyy-kompleks-lotos-siti/,torg_cntr,"Москва, Калужское шоссе, 1",1500000.0,"[55.4280143, 37.2735351]",37.2735351,55.4280143,50.0,Not_defined
110,ТорговыйцентрГвоздь-Дисконт,https://roomfi.ru/torgovye-tsentry/51393-torgovyy-tsentr-gvozd-diskont/,torg_cntr,"Москва, Волоколамское шоссе, 103",17000.0,"[55.8306145, 37.39693159999999]",37.39693159999999,55.8306145,50.0,Not_defined
111,Торгово-развлекательныйцентрЕвропарк,https://roomfi.ru/torgovye-tsentry/50986-torgovo-razvlekatelnyy-tsentr-evropark/,torg_cntr,"Москва, Россия",86000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
112,ТорговыйцентрКвадрат,https://roomfi.ru/torgovye-tsentry/51545-torgovyy-tsentr-kvadrat/,torg_cntr,"Москва, Старокачаловская улица, 5",5000.0,"[55.5699592, 37.5786817]",37.5786817,55.5699592,50.0,Not_defined
113,ТорговыйцентрDexter(Декстер),https://roomfi.ru/torgovye-tsentry/51596-torgovyy-tsentr-dexter/,torg_cntr,"Москва, МКАД, 78-й километр, 14к1",16000.0,"[55.8933806, 37.5013059]",37.5013059,55.8933806,50.0,Not_defined
114,ТорговыйцентрБагратион,https://roomfi.ru/torgovye-tsentry/51242-torgovyy-tsentr-bagration/,torg_cntr,"Москва, Краснопресненская набережная, 16с1",13750.0,"[55.7481962, 37.543928]",37.543928,55.7481962,50.0,Not_defined
115,МногофункциональныйкомплексАвтомобильныйцентрИзмайлово,https://roomfi.ru/torgovye-tsentry/51360-mnogofunktsionalnyy-kompleks-avtomobilnyy-tsentr-izmaylovo/,torg_cntr,"Москва, 1-я улица Измайловского Зверинца, 8",128000.0,"[55.7753019, 37.7457258]",37.7457258,55.7753019,50.0,Not_defined
116,ТорговыйцентрГалереяЗар,https://roomfi.ru/torgovye-tsentry/51169-torgovyy-tsentr-galereya-zar/,torg_cntr,"Москва, Рублёвское шоссе, 42к1",7241.0,"[55.74914440000001, 37.4138428]",37.4138428,55.74914440000001,50.0,Not_defined
117,Торгово-развлекательныйцентрМариЭль,https://roomfi.ru/torgovye-tsentry/51474-torgovo-razvlekatelnyy-tsentr-mariel/,torg_cntr,"Москва, Люблинская улица, 169к2",14022.0,"[55.64914599999999, 37.7449021]",37.7449021,55.64914599999999,50.0,Not_defined
118,ТорговыйцентрРтс,https://roomfi.ru/torgovye-tsentry/51107-torgovyy-tsentr-rts/,torg_cntr,"Москва, Волочаевская улица, 12Ас1А",2100.0,"[55.7535485, 37.6792315]",37.6792315,55.7535485,50.0,Not_defined
119,ТорговыйцентрВОтрадном,https://roomfi.ru/torgovye-tsentry/51269-torgovyy-tsentr-v-otradnom/,torg_cntr,"Москва, Алтуфьевское шоссе, 27",12000.0,"[55.8563773, 37.5826542]",37.5826542,55.8563773,50.0,Not_defined
120,ТорговыйцентрМегаполис,https://roomfi.ru/torgovye-tsentry/51152-torgovyy-tsentr-megapolis/,torg_cntr,"Москва, Митинская улица, 39",3300.0,"[55.84893899999999, 37.35403]",37.35403,55.84893899999999,50.0,Not_defined
121,Торгово-развлекательныйцентрСеменовский,https://roomfi.ru/torgovye-tsentry/51334-torgovo-razvlekatelnyy-tsentr-semenovskiy/,torg_cntr,"Москва, Россия",41000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
122,ТорговыйцентрОбувнойцентрнаАвтозаводской,https://roomfi.ru/torgovye-tsentry/51175-torgovyy-tsentr-obuvnoy-tsentr-na-avtozavodskoy/,torg_cntr,"Москва, улица Мастеркова, 8",8000.0,"[55.70742600000001, 37.6566271]",37.6566271,55.70742600000001,50.0,Not_defined
123,Торгово-развлекательныйцентрРионаДмитровском,https://roomfi.ru/torgovye-tsentry/51016-torgovo-razvlekatelnyy-tsentr-rio-na-dmitrovskom/,torg_cntr,"Москва, Дмитровское шоссе, 163А",220000.0,"[55.90968179999999, 37.5407051]",37.5407051,55.90968179999999,50.0,Not_defined
124,ТорговыйцентрПраздник,https://roomfi.ru/torgovye-tsentry/51005-torgovyy-tsentr-prazdnik/,torg_cntr,"Москва, Тушинская улица, 13",34000.0,"[55.8266765, 37.4467933]",37.4467933,55.8266765,50.0,Not_defined
125,Торгово-развлекательныйцентрАлтуфьевский,https://roomfi.ru/torgovye-tsentry/51251-torgovo-razvlekatelnyy-tsentr-altufevskiy/,torg_cntr,"Москва, Алтуфьевское шоссе, 8",14790.0,"[55.8527782, 37.5857931]",37.5857931,55.8527782,50.0,Not_defined
126,ТорговыйцентрМатвеевский,https://roomfi.ru/torgovye-tsentry/51307-torgovyy-tsentr-matveevskiy/,torg_cntr,"Москва, Матвеевская улица, 20к3",14790.0,"[55.70343399999999, 37.466249]",37.466249,55.70343399999999,50.0,Not_defined
127,ТорговыйцентрДрайв,https://roomfi.ru/torgovye-tsentry/51592-torgovyy-tsentr-drayv/,torg_cntr,"Москва, МКАД, 8-й километр, 3к1",42000.0,"[55.7053045, 37.8337882]",37.8337882,55.7053045,50.0,Not_defined
128,ТорговыйцентрГрафит,https://roomfi.ru/torgovye-tsentry/51283-torgovyy-tsentr-grafit/,torg_cntr,"Москва, Новозаводская улица, 11/5",1700.0,"[55.749934, 37.507604]",37.507604,55.749934,50.0,Not_defined
129,Бизнес-центрДежневПлаза,https://roomfi.ru/torgovye-tsentry/50958-biznes-tsentr-dezhnev-plaza/,torg_cntr,"Москва, проезд Дежнёва, 1",17000.0,"[55.871266, 37.64967439999999]",37.64967439999999,55.871266,50.0,Not_defined
130,ТорговыйцентрСавелки,https://roomfi.ru/torgovye-tsentry/51478-torgovyy-tsentr-savelki/,torg_cntr,"Москва, Савелкинский проезд, 4к1",16000.0,"[55.9911299, 37.2172575]",37.2172575,55.9911299,50.0,Not_defined
131,ТорговыйцентрБульвар,https://roomfi.ru/torgovye-tsentry/51188-torgovyy-tsentr-bulvar/,torg_cntr,"Москва, Осенний бульвар, 7к1",2000.0,"[55.7583759, 37.4057114]",37.4057114,55.7583759,50.0,Not_defined
132,Торгово-развлекательныйцентрСаларис,https://roomfi.ru/torgovye-tsentry/52945-torgovo-razvlekatelnyy-tsentr-salaris/,torg_cntr,"Москва, поселение Московский, Киевское шоссе, 23-й километр, 1",310000.0,"[55.6231392, 37.4222774]",37.4222774,55.6231392,50.0,Not_defined
133,ТорговыйцентрБорисовскийпассаж,https://roomfi.ru/torgovye-tsentry/51156-torgovyy-tsentr-borisovskiy-passazh/,torg_cntr,"Москва, Каширское шоссе, 80",310000.0,"[55.6333188, 37.7010005]",37.7010005,55.6333188,50.0,Not_defined
134,ТорговыйцентрDexter(Декстер),https://roomfi.ru/torgovye-tsentry/51007-torgovyy-tsentr-dexter/,torg_cntr,"Москва, МКАД, 78-й километр, 14к1",16000.0,"[55.8933806, 37.5013059]",37.5013059,55.8933806,50.0,Not_defined
135,ТорговыйцентрОгниСтолицы,https://roomfi.ru/torgovye-tsentry/51135-torgovyy-tsentr-ogni-stolitsy/,torg_cntr,"Москва, улица Маршала Федоренко, 15",4835.0,"[55.8821418, 37.4864718]",37.4864718,55.8821418,50.0,Not_defined
136,Торгово-развлекательныйцентрМариэль,https://roomfi.ru/torgovye-tsentry/51134-torgovo-razvlekatelnyy-tsentr-mariel/,torg_cntr,"Москва, Люблинская улица, 169к2",14000.0,"[55.64914599999999, 37.7449021]",37.7449021,55.64914599999999,50.0,Not_defined
137,ТорговыйцентрМосковскийцентрдизайнаModDesign,https://roomfi.ru/torgovye-tsentry/51002-torgovyy-tsentr-moskovskiy-tsentr-dizayna-mod-design/,torg_cntr,"Москва, Малый Конюшковский переулок, 2",6465.0,"[55.758281, 37.5801221]",37.5801221,55.758281,50.0,Not_defined
138,Торгово-развлекательныйцентрСолнечныйрай,https://roomfi.ru/torgovye-tsentry/51068-torgovo-razvlekatelnyy-tsentr-solnechnyy-ray/,torg_cntr,"Москва, Боровское шоссе, 6",11700.0,"[55.6609487, 37.4241883]",37.4241883,55.6609487,50.0,Not_defined
139,ТорговаягалереяМодныйСезон,https://roomfi.ru/torgovye-tsentry/51518-torgovaya-galereya-modnyy-sezon/,torg_cntr,"Москва, улица Охотный Ряд, 2",38000.0,"[55.7569531, 37.6175953]",37.6175953,55.7569531,50.0,Not_defined
140,Торгово-развлекательныйцентрНаплощадиПавелецкоговокзала,https://roomfi.ru/torgovye-tsentry/51305-torgovo-razvlekatelnyy-tsentr-na-ploshchadi-paveletskogo-vokzala/,torg_cntr,"Москва, Павелецкая площадь",117000.0,"[55.731477, 37.6406954]",37.6406954,55.731477,50.0,Not_defined
141,ТорговыйцентрПрага,https://roomfi.ru/torgovye-tsentry/51272-torgovyy-tsentr-praga/,torg_cntr,"Москва, Россошанский проезд, 3",14000.0,"[55.5951411, 37.6074142]",37.6074142,55.5951411,50.0,Not_defined
142,ТорговыйцентрСтарт,https://roomfi.ru/torgovye-tsentry/51145-torgovyy-tsentr-start/,torg_cntr,"Москва, Ленинградский проспект, 37Б",25000.0,"[55.79025309999999, 37.5445403]",37.5445403,55.79025309999999,50.0,Not_defined
143,ТорговыйцентрМичуринский,https://roomfi.ru/torgovye-tsentry/50973-torgovyy-tsentr-michurinskiy/,torg_cntr,"Москва, Озёрная улица, 42",10000.0,"[55.6717342, 37.4450003]",37.4450003,55.6717342,50.0,Not_defined
144,ТорговыйцентрСм1,https://roomfi.ru/torgovye-tsentry/50991-torgovyy-tsentr-sm1/,torg_cntr,"Москва, Колодезный переулок, 3",4700.0,"[55.798192, 37.697424]",37.697424,55.798192,50.0,Not_defined
145,ТорговыйцентрМал,https://roomfi.ru/torgovye-tsentry/51312-torgovyy-tsentr-mal/,torg_cntr,"Москва, улица Декабристов, 15Б",3970.0,"[55.864976, 37.6039699]",37.6039699,55.864976,50.0,Not_defined
146,ТорговыйцентрАкварель,https://roomfi.ru/torgovye-tsentry/51607-torgovyy-tsentr-akvarel/,torg_cntr,"Москва, Кировоградская улица, 9к1",10100.0,"[55.631924, 37.615316]",37.615316,55.631924,50.0,Not_defined
147,Торгово-развлекательныйцентрЭкстрим,https://roomfi.ru/torgovye-tsentry/51130-torgovo-razvlekatelnyy-tsentr-ekstrim/,torg_cntr,"Москва, Смольная улица, 63Б",27000.0,"[55.86994079999999, 37.4698232]",37.4698232,55.86994079999999,50.0,Not_defined
148,ТорговыйцентрЛенинский101,https://roomfi.ru/torgovye-tsentry/51223-torgovyy-tsentr-leninskiy-101/,torg_cntr,"Москва, Ленинский проспект, 101",2800.0,"[55.6667539, 37.5154195]",37.5154195,55.6667539,50.0,Not_defined
149,Торгово-офисныйцентрГостиныйдвор,https://roomfi.ru/torgovye-tsentry/51397-torgovo-ofisnyy-tsentr-gostinyy-dvor/,torg_cntr,"Москва, улица Ильинка, 4",81600.0,"[55.754143, 37.6252777]",37.6252777,55.754143,50.0,Not_defined
150,ТорговыйцентрМТКСкарабей,https://roomfi.ru/torgovye-tsentry/51615-torgovyy-tsentr-mtk-skarabey/,torg_cntr,"Москва, МКАД, 8-й километр, 3к1",7739.0,"[55.7053045, 37.8337882]",37.8337882,55.7053045,50.0,Not_defined
151,ТорговыйцентрВиктория,https://roomfi.ru/torgovye-tsentry/50966-torgovyy-tsentr-viktoriya/,torg_cntr,"Москва, улица Адмирала Лазарева, 2",10000.0,"[55.5470481, 37.5432613]",37.5432613,55.5470481,50.0,Not_defined
152,ТорговыйцентрОтрадное,https://roomfi.ru/torgovye-tsentry/51050-torgovyy-tsentr-otradnoe/,torg_cntr,"Москва, улица Декабристов, 15А",38000.0,"[55.86522799999999, 37.6044989]",37.6044989,55.86522799999999,50.0,Not_defined
153,ТорговыйцентрХайвэй,https://roomfi.ru/torgovye-tsentry/51543-torgovyy-tsentr-khayvey/,torg_cntr,"Москва, Симферопольское шоссе, 7",4500.0,"[55.503114, 37.572434]",37.572434,55.503114,50.0,Not_defined
154,ТорговыйцентрКрона,https://roomfi.ru/torgovye-tsentry/51325-torgovyy-tsentr-krona/,torg_cntr,"Москва, Кронштадтский бульвар, 7",3100.0,"[55.841004, 37.487512]",37.487512,55.841004,50.0,Not_defined
155,ТорговыйцентрМиг,https://roomfi.ru/torgovye-tsentry/51217-torgovyy-tsentr-mig/,torg_cntr,"Москва, Новокосинская улица, 22",6500.0,"[55.7399909, 37.8610435]",37.8610435,55.7399909,50.0,Not_defined
156,ТорговыйцентрМетромаркетнаШаболовке,https://roomfi.ru/torgovye-tsentry/51418-torgovyy-tsentr-metromarket-na-shabolovke/,torg_cntr,"Москва, улица Шаболовка, 10",10000.0,"[55.7233215, 37.6102786]",37.6102786,55.7233215,50.0,Not_defined
157,ТорговыйцентрТПКрокус,https://roomfi.ru/torgovye-tsentry/51176-torgovyy-tsentr-tp-krokus/,torg_cntr,"Москва, Профсоюзная улица, 126",1496.0,"[55.6323555, 37.5172715]",37.5172715,55.6323555,50.0,Not_defined
158,Торгово-развлекательныйцентрПеровоМолл,https://roomfi.ru/torgovye-tsentry/51517-torgovo-razvlekatelnyy-tsentr-perovo-moll/,torg_cntr,"Москва, Перовская улица, 61А",13500.0,"[55.7452616, 37.7976705]",37.7976705,55.7452616,50.0,Not_defined
159,Торгово-развлекательныйцентрОблака,https://roomfi.ru/torgovye-tsentry/51263-torgovo-razvlekatelnyy-tsentr-oblaka/,torg_cntr,"Москва, Ореховый проезд, 26с1",96000.0,"[55.6143021, 37.7307883]",37.7307883,55.6143021,50.0,Not_defined
160,МногофункциональныйкомплексNikolskayaPlaza(НикольскаяПлаза),https://roomfi.ru/torgovye-tsentry/50956-mnogofunktsionalnyy-kompleks-nikolskaya-plaza/,torg_cntr,"Москва, Никольская улица, 10",40000.0,"[55.75793789999999, 37.624493]",37.624493,55.75793789999999,50.0,Not_defined
161,ТорговыйцентрАрмада,https://roomfi.ru/torgovye-tsentry/51000-torgovyy-tsentr-armada/,torg_cntr,"Москва, Кировоградская улица, 11к1",65000.0,"[55.61663799999999, 37.6080319]",37.6080319,55.61663799999999,50.0,Not_defined
162,Торгово-офисныйцентрПланета,https://roomfi.ru/torgovye-tsentry/50949-torgovo-ofisnyy-tsentr-planeta/,torg_cntr,"Москва, Марксистская улица, 3с2",10300.0,"[55.7382567, 37.663479]",37.663479,55.7382567,50.0,Not_defined
163,Торгово-развлекательныйцентрВременагода,https://roomfi.ru/torgovye-tsentry/51285-torgovo-razvlekatelnyy-tsentr-vremena-goda/,torg_cntr,"Москва, Россия",65000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
164,Торгово-развлекательныйцентрУнивер-Сити,https://roomfi.ru/torgovye-tsentry/51473-torgovo-razvlekatelnyy-tsentr-univer-siti/,torg_cntr,"Москва, площадь Джавахарлала Неру, 1",7500.0,"[55.693335, 37.5338291]",37.5338291,55.693335,50.0,Not_defined
165,ТорговыйцентрПарус,https://roomfi.ru/torgovye-tsentry/51017-torgovyy-tsentr-parus/,torg_cntr,"Москва, Россия",18192.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
166,Торгово-развлекательныйцентрЗолотойВавилон,https://roomfi.ru/torgovye-tsentry/51154-torgovo-razvlekatelnyy-tsentr-zolotoy-vavilon/,torg_cntr,"Москва, Новоясеневский проспект, 11",21000.0,"[55.6067589, 37.5362145]",37.5362145,55.6067589,50.0,Not_defined
167,Торгово-офисныйцентрСавеловград,https://roomfi.ru/torgovye-tsentry/51029-torgovo-ofisnyy-tsentr-savelovgrad/,torg_cntr,"Москва, Складочная улица, 1с15",7400.0,"[55.8029935, 37.5934982]",37.5934982,55.8029935,50.0,Not_defined
168,ТорговыйцентрЭкстрим,https://roomfi.ru/torgovye-tsentry/51442-torgovyy-tsentr-ekstrim/,torg_cntr,"Москва, Смольная улица, 63Б",27000.0,"[55.86994079999999, 37.4698232]",37.4698232,55.86994079999999,50.0,Not_defined
169,ТорговыйцентрЮнимолл,https://roomfi.ru/torgovye-tsentry/51089-torgovyy-tsentr-yunimoll/,torg_cntr,"Москва, МКАД, 5-й километр",30200.0,"[55.7250838, 37.3778206]",37.3778206,55.7250838,50.0,Not_defined
170,ТорговыйцентрОбувьСити,https://roomfi.ru/torgovye-tsentry/51056-torgovyy-tsentr-obuv-siti/,torg_cntr,"Москва, проспект Вернадского, 14А",18000.0,"[55.677848, 37.507216]",37.507216,55.677848,50.0,Not_defined
171,Торгово-развлекательныйцентрКапитолийМарьинароща,https://roomfi.ru/torgovye-tsentry/51561-torgovo-razvlekatelnyy-tsentr-kapitoliy-marina-roshcha/,torg_cntr,"Москва, Шереметьевская улица, 20",32700.0,"[55.8031943, 37.6187845]",37.6187845,55.8031943,50.0,Not_defined
172,Торгово-офисныйцентрGoldenGate(ГолденГейт),https://roomfi.ru/torgovye-tsentry/51109-torgovo-ofisnyy-tsentr-golden-gate/,torg_cntr,"Москва, Международная улица, 7",46716.0,"[55.746, 37.682664]",37.682664,55.746,50.0,Not_defined
173,Торгово-развлекательныйцентрРайкинПлаза,https://roomfi.ru/torgovye-tsentry/51570-torgovo-razvlekatelnyy-tsentr-raykin-plaza/,torg_cntr,"Москва, Шереметьевская улица, 8",75000.0,"[55.79701799999999, 37.618231]",37.618231,55.79701799999999,50.0,Not_defined
174,Торгово-офисныйцентрТриумфальный,https://roomfi.ru/torgovye-tsentry/51125-torgovo-ofisnyy-tsentr-triumfalnyy/,torg_cntr,"Москва, улица Вавилова, 66к2",14000.0,"[55.6830845, 37.5492184]",37.5492184,55.6830845,50.0,Not_defined
175,ТорговыйцентрЭнтузиаст,https://roomfi.ru/torgovye-tsentry/51112-torgovyy-tsentr-entuziast/,torg_cntr,"Москва, Ленинградское шоссе, 112к4с5",1400.0,"[55.9252555, 37.3798846]",37.3798846,55.9252555,50.0,Not_defined
176,Аутлет-центрБрендСити,https://roomfi.ru/torgovye-tsentry/51001-autlet-tsentr-brendsiti/,torg_cntr,"Москва, МКАД, 26-й километр, 1",30000.0,"[55.5803563, 37.7034841]",37.7034841,55.5803563,50.0,Not_defined
177,МногофункциональныйкомплексNeglinnayaPlaza(НеглиннаяПлаза),https://roomfi.ru/torgovye-tsentry/50957-mnogofunktsionalnyy-kompleks-neglinnaya-plaza/,torg_cntr,"Москва, Трубная площадь, 2",75000.0,"[55.7668307, 37.622384]",37.622384,55.7668307,50.0,Not_defined
178,ТорговыйцентрМиллионмелочей,https://roomfi.ru/torgovye-tsentry/51475-torgovyy-tsentr-million-melochey/,torg_cntr,"Москва, улица Пришвина, 26",25000.0,"[55.884932, 37.603882]",37.603882,55.884932,50.0,Not_defined
179,ТорговыйцентрМебельРоссии,https://roomfi.ru/torgovye-tsentry/51221-torgovyy-tsentr-mebel-rossii/,torg_cntr,"Москва, Большая Семёновская улица, 10с12",5800.0,"[55.7822723, 37.7021725]",37.7021725,55.7822723,50.0,Not_defined
180,ТорговыйцентрКалач,https://roomfi.ru/torgovye-tsentry/51585-torgovyy-tsentr-kalach/,torg_cntr,"Москва, Сколковское шоссе, 27",3215.0,"[55.707822, 37.4050299]",37.4050299,55.707822,50.0,Not_defined
181,ТорговыйцентрПеровский,https://roomfi.ru/torgovye-tsentry/51028-torgovyy-tsentr-perovskiy/,torg_cntr,"Москва, Свободный проспект, 33",18200.0,"[55.7522098, 37.817808]",37.817808,55.7522098,50.0,Not_defined
182,МногофункциональныйкомплексГименей,https://roomfi.ru/torgovye-tsentry/51306-mnogofunktsionalnyy-kompleks-gimeney/,torg_cntr,"Москва, улица Большая Якиманка, 22",16000.0,"[55.7383663, 37.6145557]",37.6145557,55.7383663,50.0,Not_defined
183,ТорговыйцентрРусскоераздолье,https://roomfi.ru/torgovye-tsentry/51253-torgovyy-tsentr-russkoe-razdole/,torg_cntr,"Москва, Сокольническая площадь, 4А",10000.0,"[55.79006219999999, 37.6786189]",37.6786189,55.79006219999999,50.0,Not_defined
184,Торгово-офисныйцентрБерлинскийдом,https://roomfi.ru/torgovye-tsentry/51388-torgovo-ofisnyy-tsentr-berlinskiy-dom/,torg_cntr,"Москва, улица Петровка, 5",14400.0,"[55.7618924, 37.6175753]",37.6175753,55.7618924,50.0,Not_defined
185,ТорговыйцентрКоньковоПассаж,https://roomfi.ru/torgovye-tsentry/51548-torgovyy-tsentr-konkovo-passazh/,torg_cntr,"Москва, Профсоюзная улица, 126",50000.0,"[55.6323555, 37.5172715]",37.5172715,55.6323555,50.0,Not_defined
186,ТорговыйцентрИдея-мебель,https://roomfi.ru/torgovye-tsentry/51052-torgovyy-tsentr-ideya-mebel/,torg_cntr,"Москва, Новосходненское шоссе",7000.0,"[55.9304774, 37.3560088]",37.3560088,55.9304774,50.0,Not_defined
187,ТорговыйцентрИзмайловский,https://roomfi.ru/torgovye-tsentry/51299-torgovyy-tsentr-izmaylovskiy/,torg_cntr,"Москва, Россия",16899.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
188,Торгово-офисныйцентрEastGate(ИстГейт),https://roomfi.ru/torgovye-tsentry/51009-torgovo-ofisnyy-tsentr-east-gate/,torg_cntr,"Москва, Щёлковское шоссе, 100",110.0,"[55.812362, 37.8320614]",37.8320614,55.812362,50.0,Not_defined
189,Торгово-офисныйцентрSelectica(Селектика),https://roomfi.ru/torgovye-tsentry/51362-torgovo-ofisnyy-tsentr-selectica/,torg_cntr,"Москва, Варшавское шоссе, 148",42483.0,"[55.6007016, 37.6026127]",37.6026127,55.6007016,50.0,Not_defined
190,Торгово-развлекательныйцентрМосква,https://roomfi.ru/torgovye-tsentry/51035-torgovo-razvlekatelnyy-tsentr-moskva/,torg_cntr,"Москва, Тихорецкий бульвар, 1",200000.0,"[55.677093, 37.7762107]",37.7762107,55.677093,50.0,Not_defined
191,ТорговыйцентрКурьяново-Печатники,https://roomfi.ru/torgovye-tsentry/51229-torgovyy-tsentr-kuryanovo-pechatniki/,torg_cntr,"Москва, улица Гурьянова, 2А",2600.0,"[55.693893, 37.7230008]",37.7230008,55.693893,50.0,Not_defined
192,ТорговыйцентрНижегородскийПассаж,https://roomfi.ru/torgovye-tsentry/51273-torgovyy-tsentr-nizhegorodskiy-passazh/,torg_cntr,"Москва, Нижегородская улица, 2к1",6000.0,"[55.7387014, 37.6751309]",37.6751309,55.7387014,50.0,Not_defined
193,Бизнес-кварталЮсуповДвор,https://roomfi.ru/torgovye-tsentry/50960-biznes-kvartal-yusupov-dvor/,torg_cntr,"Москва, Садовая-Черногрязская улица, 8с1",9700.0,"[55.767271, 37.65099]",37.65099,55.767271,50.0,Not_defined
194,ТорговыйцентрВДНХ,https://roomfi.ru/torgovye-tsentry/51286-torgovyy-tsentr-vdnkh/,torg_cntr,"Москва, 1-я Останкинская улица, 55",23000.0,"[55.82432799999999, 37.63467]",37.63467,55.82432799999999,50.0,Not_defined
195,ТорговыйцентрВиттеМоллБутово,https://roomfi.ru/torgovye-tsentry/51515-torgovyy-tsentr-vitte-moll-butovo/,torg_cntr,"Москва, Венёвская улица, 6",33000.0,"[55.5479389, 37.5433213]",37.5433213,55.5479389,50.0,Not_defined
196,ТорговыйцентрМосМартнаЯрославскомшоссе,https://roomfi.ru/torgovye-tsentry/51044-torgovyy-tsentr-mosmart-na-yaroslavskom-shosse/,torg_cntr,"Москва, Ярославское шоссе, 54",16500.0,"[55.8655295, 37.70511279999999]",37.70511279999999,55.8655295,50.0,Not_defined
197,ТорговыйцентрЧукотка,https://roomfi.ru/torgovye-tsentry/51284-torgovyy-tsentr-chukotka/,torg_cntr,"Москва, Снежная улица, 16к1",1276.0,"[55.8527704, 37.6471588]",37.6471588,55.8527704,50.0,Not_defined
198,Торгово-офисныйцентрБаркли-Плаза,https://roomfi.ru/torgovye-tsentry/51386-torgovo-ofisnyy-tsentr-barkli-plaza/,torg_cntr,"Москва, Пречистенская набережная, 17-19",23920.0,"[55.739769, 37.605583]",37.605583,55.739769,50.0,Not_defined
199,ТорговыйцентрШтайер,https://roomfi.ru/torgovye-tsentry/51023-torgovyy-tsentr-shtayer/,torg_cntr,"Москва, Балаклавский проспект, 5А",10000.0,"[55.64052299999999, 37.608422]",37.608422,55.64052299999999,50.0,Not_defined
200,ТорговыйцентрМобильнаяДубровка,https://roomfi.ru/torgovye-tsentry/51210-torgovyy-tsentr-mobilnaya-dubrovka/,torg_cntr,"Москва, Шарикоподшипниковская улица, 13с3",3000.0,"[55.716421, 37.679342]",37.679342,55.716421,50.0,Not_defined
201,Торгово-развлекательныйцентрГалереяАтлантис,https://roomfi.ru/torgovye-tsentry/50992-torgovo-razvlekatelnyy-tsentr-galereya-atlantis/,torg_cntr,"Москва, Варшавское шоссе, 160",11000.0,"[55.58295589999999, 37.5952413]",37.5952413,55.58295589999999,50.0,Not_defined
202,Торгово-развлекательныйцентрГрин,https://roomfi.ru/torgovye-tsentry/51008-torgovo-razvlekatelnyy-tsentr-grin/,torg_cntr,"Москва, Панфиловский проспект, к1550",6100.0,"[55.9934092, 37.1878831]",37.1878831,55.9934092,50.0,Not_defined
203,ТорговыйцентрКлиффстор,https://roomfi.ru/torgovye-tsentry/51294-torgovyy-tsentr-kliffstor/,torg_cntr,"Москва, бульвар Дмитрия Донского, 8к1",1388.0,"[55.5681337, 37.5734453]",37.5734453,55.5681337,50.0,Not_defined
204,Торгово-офисныйцентрИдея,https://roomfi.ru/torgovye-tsentry/50969-torgovo-ofisnyy-tsentr-ideya/,torg_cntr,"Москва, шоссе Энтузиастов, 20",12000.0,"[55.7508849, 37.7154352]",37.7154352,55.7508849,50.0,Not_defined
205,ТорговыйцентрТЦВиктория,https://roomfi.ru/torgovye-tsentry/50943-torgovyy-tsentr-tts-viktoriya/,torg_cntr,"Москва, Профсоюзная улица, 109",10000.0,"[55.633042, 37.5215359]",37.5215359,55.633042,50.0,Not_defined
206,ТорговыйцентрМагнит,https://roomfi.ru/torgovye-tsentry/51031-torgovyy-tsentr-magnit/,torg_cntr,"Москва, улица Удальцова, 42",7295.0,"[55.6835984, 37.4913214]",37.4913214,55.6835984,50.0,Not_defined
207,ТорговыйцентрМегаком,https://roomfi.ru/torgovye-tsentry/51164-torgovyy-tsentr-megakom/,torg_cntr,"Москва, Братиславская улица, 18к1",1700.0,"[55.6576152, 37.7597147]",37.7597147,55.6576152,50.0,Not_defined
